r,g,d,w,l,td,tw,tl,l_,e,a,s,t,p
-1,67290,10,0,0,65247,642,1401,79022159.27839279,0.46650016666665717,1054,86343,2023-04-28T05:18:39.207691,0
-1,67300,10,0,0,65257,642,1401,79210013.15116882,0.3998334999999905,944,87287,2023-04-28T05:18:43.895109,0
10.1,67310,9,1,0,65266,643,1401,75819282.53173828,0.333168831333324,754,88041,2023-04-28T05:18:48.793550,0
-10.9,67320,9,0,1,65275,643,1402,79153484.10606384,0.2665158176666581,748,88789,2023-04-28T05:18:53.698148,0
-1,67330,10,0,0,65285,643,1402,75277010.20240784,0.19983350000000433,780,89569,2023-04-28T05:18:58.589750,0
10.1,67340,9,1,0,65294,644,1402,74298472.40447998,0.13317249433333753,708,90277,2023-04-28T05:19:03.585982,0
10.1,67350,9,1,0,65303,645,1402,74190030.39598465,0.06650016666666408,613,90890,2023-04-28T05:19:08.598261,0
-1,67360,10,0,0,65313,645,1402,72457476.55630112,0.01,559,91449,2023-04-28T05:19:13.722781,0
-1,67370,10,0,0,65323,645,1402,72520814.53800201,0.01,532,91981,2023-04-28T05:19:18.864019,0
-10.9,67380,9,0,1,65332,645,1403,71835167.4079895,0.01,485,92466,2023-04-28T05:19:24.062648,0
-1,67390,10,0,0,65342,645,1403,71288834.21421051,0.01,522,92988,2023-04-28T05:19:29.185626,0
-1,67400,10,0,0,65352,645,1403,72384871.24443054,0.01,535,93523,2023-04-28T05:19:34.341116,0
-1,67410,10,0,0,65362,645,1403,71568859.81559753,0.01,520,94043,2023-04-28T05:19:39.434170,0
-1,67420,10,0,0,65372,645,1403,71353482.30600357,0.01,519,94562,2023-04-28T05:19:44.597865,0
-1,67430,10,0,0,65382,645,1403,69769909.9779129,0.01,504,95066,2023-04-28T05:19:49.787979,0
-10.9,67440,9,0,1,65391,645,1404,70485089.12324905,0.01,485,95551,2023-04-28T05:19:54.835224,0
-1,67450,10,0,0,65401,645,1404,69833583.23574066,0.01,526,96077,2023-04-28T05:19:59.936920,0
-1,67460,10,0,0,65411,645,1404,69480274.61767197,0.01,520,96597,2023-04-28T05:20:05.071568,0
10.1,67470,9,1,0,65420,646,1404,69787823.5578537,0.01,454,97051,2023-04-28T05:20:10.096395,0
-1,67480,10,0,0,65430,646,1404,68991824.68652725,0.01,518,97569,2023-04-28T05:20:15.267600,0
-1,67490,10,0,0,65440,646,1404,70124236.04726791,0.01,507,98076,2023-04-28T05:20:20.583137,0
-1,67500,10,0,0,65450,646,1404,68771569.4308281,0.01,523,98599,2023-04-28T05:20:25.640270,0
10.1,67510,9,1,0,65459,647,1404,74549392.46177673,0.9998358309999906,1754,80283,2023-04-28T05:20:29.650724,0
-1,67520,10,0,0,65469,647,1404,78355244.99416351,0.9331668333333238,1448,81731,2023-04-28T05:20:33.731305,0
-1,67530,10,0,0,65479,647,1404,80576068.46094131,0.8665001666666572,1485,83216,2023-04-28T05:20:37.838139,0
-1,67540,10,0,0,65489,647,1404,78045458.79364014,0.7998334999999905,1415,84631,2023-04-28T05:20:42.111764,0
-1,67550,10,0,0,65499,647,1404,82675307.98912048,0.7331668333333239,1309,85940,2023-04-28T05:20:46.363794,0
-1,67560,10,0,0,65509,647,1404,79664372.50375748,0.6665001666666572,1343,87283,2023-04-28T05:20:50.783487,0
-1,67570,10,0,0,65519,647,1404,80325546.86069489,0.5998334999999905,1158,88441,2023-04-28T05:20:55.225321,0
-1,67580,10,0,0,65529,647,1404,79495840.07263184,0.5331668333333238,1114,89555,2023-04-28T05:20:59.651621,0
-20.8,67590,8,0,2,65537,647,1406,79954387.54558563,0.4665238096666585,930,90485,2023-04-28T05:21:04.122126,0
-1,67600,10,0,0,65547,647,1406,77635740.33975601,0.3998334999999905,950,91435,2023-04-28T05:21:08.767778,0
-10.9,67610,9,0,1,65556,647,1407,77522431.31399155,0.3331671663333239,836,92271,2023-04-28T05:21:13.411432,0
-1,67620,10,0,0,65566,647,1407,74989559.0543747,0.2665001666666572,876,93147,2023-04-28T05:21:18.197026,0
-1,67630,10,0,0,65576,647,1407,73090830.74331284,0.19983350000000433,785,93932,2023-04-28T05:21:23.067025,0
-1,67640,10,0,0,65586,647,1407,74145188.03358078,0.13316683333333768,642,94574,2023-04-28T05:21:27.933539,0
-10.9,67650,9,0,1,65595,647,1408,71518829.46491241,0.06650682666666419,504,95078,2023-04-28T05:21:32.878606,0
-10.9,67660,9,0,1,65604,647,1409,71166095.73364258,0,475,95553,2023-04-28T05:21:37.796243,0
-1,67670,10,0,0,65614,647,1409,71045609.71260071,0,523,96076,2023-04-28T05:21:42.846173,0
-1,67680,10,0,0,65624,647,1409,69522792.99497604,0,502,96578,2023-04-28T05:21:47.921929,0
-1,67690,10,0,0,65634,647,1409,70039495.5277443,0,500,97078,2023-04-28T05:21:53.009217,0
-1,67700,10,0,0,65644,647,1409,70974369.64511871,0,554,97632,2023-04-28T05:21:58.072562,0
-1,67710,10,0,0,65654,647,1409,68531572.8187561,0,517,98149,2023-04-28T05:22:03.097147,0
10.1,67720,9,1,0,65663,648,1409,69927632.51066208,0,452,98601,2023-04-28T05:22:08.043665,0
-1,67730,10,0,0,65673,648,1409,68949759.00650024,0,501,99102,2023-04-28T05:22:13.091114,0
-1,67740,10,0,0,65683,648,1409,69243630.46884537,0,526,99628,2023-04-28T05:22:18.101629,0
-1,67750,10,0,0,65693,648,1409,68617430.92536926,0,500,80103,2023-04-28T05:22:23.281940,0
-1,67760,10,0,0,65703,648,1409,65946835.577487946,0,501,80604,2023-04-28T05:22:28.293010,0
-1,67770,10,0,0,65713,648,1409,65277152.0614624,0,505,81109,2023-04-28T05:22:33.275559,0
-1,67780,10,0,0,65723,648,1409,65936446.487903595,0,504,81613,2023-04-28T05:22:38.288110,0
-1,67790,10,0,0,65733,648,1409,65247803.33042145,0,504,82117,2023-04-28T05:22:43.320804,0
-10.9,67800,9,0,1,65742,648,1410,66780439.019203186,0,498,82615,2023-04-28T05:22:48.408990,0
-1,67810,10,0,0,65752,648,1410,79457975.62599182,0.9998334999999905,1535,84150,2023-04-28T05:22:52.524900,0
-1,67820,10,0,0,65762,648,1410,75411146.58117294,0.9331668333333238,1478,85628,2023-04-28T05:22:56.766302,0
-1,67830,10,0,0,65772,648,1410,79294800.75836182,0.8665001666666572,1530,87158,2023-04-28T05:23:00.969702,0
-1,67840,10,0,0,65782,648,1410,79775401.05581284,0.7998334999999905,1355,88513,2023-04-28T05:23:05.265795,0
-1,67850,10,0,0,65792,648,1410,76533362.56742477,0.7331668333333239,1387,89900,2023-04-28T05:23:09.684670,0
-10.9,67860,9,0,1,65801,648,1411,80919336.08055115,0.6665001666666572,1218,91118,2023-04-28T05:23:14.091277,0
0.2,67870,8,1,1,65809,649,1412,77260339.85614777,0.5998501499999914,1030,92148,2023-04-28T05:23:18.624670,0
-10.9,67880,9,0,1,65818,649,1413,76950200.20008087,0.5331804863333246,1154,93302,2023-04-28T05:23:23.123382,0
-1,67890,10,0,0,65828,649,1413,76358265.5787468,0.46650016666665717,1027,94329,2023-04-28T05:23:27.835061,0
-1,67900,10,0,0,65838,649,1413,77068125.60558319,0.3998334999999905,1008,95337,2023-04-28T05:23:32.587948,0
-1,67910,10,0,0,65848,649,1413,72959233.52241516,0.33316683333332386,1038,96375,2023-04-28T05:23:37.364964,0
-1,67920,10,0,0,65858,649,1413,73574483.3946228,0.2665001666666572,825,97200,2023-04-28T05:23:42.180333,0
-1,67930,10,0,0,65868,649,1413,71969105.60131073,0.19983350000000433,720,97920,2023-04-28T05:23:47.223745,0
-1,67940,10,0,0,65878,649,1413,71200321.31671906,0.13316683333333768,675,98595,2023-04-28T05:23:52.239774,0
-1,67950,10,0,0,65888,649,1413,70304562.44945526,0.06650016666666408,563,99158,2023-04-28T05:23:57.288943,0
-20.8,67960,8,0,2,65896,649,1415,70676554.73947525,0.05,525,99683,2023-04-28T05:24:02.233208,0
0.2,67970,8,1,1,65904,650,1416,70982108.1161499,0.05,574,80206,2023-04-28T05:24:07.306996,0
-1,67980,10,0,0,65914,650,1416,70258959.82980728,0.05,573,80779,2023-04-28T05:24:12.347118,0
0.2,67990,8,1,1,65922,651,1417,70694151.52072906,0.05,505,81284,2023-04-28T05:24:17.417710,0
-1,68000,10,0,0,65932,651,1417,71273970.9019661,0.05,643,81927,2023-04-28T05:24:22.496482,0
-1,68010,10,0,0,65942,651,1417,69496490.65732956,0.05,558,82485,2023-04-28T05:24:27.580998,0
-1,68020,10,0,0,65952,651,1417,70627151.13162994,0.05,587,83072,2023-04-28T05:24:32.697740,0
-1,68030,10,0,0,65962,651,1417,69861489.23635483,0.05,559,83631,2023-04-28T05:24:37.827183,0
-1,68040,10,0,0,65972,651,1417,69418019.65236664,0.05,559,84190,2023-04-28T05:24:42.940318,0
-1,68050,10,0,0,65982,651,1417,69675246.47712708,0.05,606,84796,2023-04-28T05:24:47.979791,0
-1,68060,10,0,0,65992,651,1417,68158099.05529022,0.05,602,85398,2023-04-28T05:24:53.011639,0
-1,68070,10,0,0,66002,651,1417,68855518.10264587,0.05,581,85979,2023-04-28T05:24:58.051445,0
-1,68080,10,0,0,66012,651,1417,70059933.36439133,0.05,568,86547,2023-04-28T05:25:03.105056,0
-1,68090,10,0,0,66022,651,1417,68084474.20597076,0.05,603,87150,2023-04-28T05:25:08.150420,0
-1,68100,10,0,0,66032,651,1417,68297690.45114517,0.05,569,87719,2023-04-28T05:25:13.198412,0
-10.9,68110,9,0,1,66041,651,1418,76715175.2114296,0.9998494839999914,1450,89169,2023-04-28T05:25:17.231268,0
-1,68120,10,0,0,66051,651,1418,83355756.99806213,0.9331668333333238,1528,90697,2023-04-28T05:25:21.318742,0
-1,68130,10,0,0,66061,651,1418,79152421.05722427,0.8665001666666572,1607,92304,2023-04-28T05:25:25.487260,0
-10.9,68140,9,0,1,66070,651,1419,79365955.889225,0.7998354979999907,1434,93738,2023-04-28T05:25:29.765482,0
-1,68150,10,0,0,66080,651,1419,79063858.38985443,0.7331668333333239,1322,95060,2023-04-28T05:25:34.074381,0
-1,68160,10,0,0,66090,651,1419,79166859.09032822,0.6665001666666572,1360,96420,2023-04-28T05:25:38.600408,0
-20.8,68170,8,0,2,66098,651,1421,78785956.20393753,0.5998461539999912,1158,97578,2023-04-28T05:25:43.007132,0
-1,68180,10,0,0,66108,651,1421,78186897.93348312,0.5331668333333238,1245,98823,2023-04-28T05:25:47.584926,0
-1,68190,10,0,0,66118,651,1421,75112470.98445892,0.46650016666665717,1180,80003,2023-04-28T05:25:52.214516,0
-1,68200,10,0,0,66128,651,1421,78450222.6114273,0.3998334999999905,941,80944,2023-04-28T05:25:56.928689,0
-1,68210,10,0,0,66138,651,1421,75835244.05956268,0.33316683333332386,934,81878,2023-04-28T05:26:01.612258,0
-1,68220,10,0,0,66148,651,1421,74760586.32135391,0.2665001666666572,902,82780,2023-04-28T05:26:06.358716,0
-1,68230,10,0,0,66158,651,1421,76468383.66985321,0.19983350000000433,799,83579,2023-04-28T05:26:11.244089,0
-1,68240,10,0,0,66168,651,1421,73750567.73424149,0.13316683333333768,681,84260,2023-04-28T05:26:16.104657,0
-1,68250,10,0,0,66178,651,1421,72929404.67596054,0.06650016666666408,596,84856,2023-04-28T05:26:21.131002,0
-1,68260,10,0,0,66188,651,1421,71065273.88095856,0.01,506,85362,2023-04-28T05:26:26.229774,0
-1,68270,10,0,0,66198,651,1421,70810063.18330765,0.01,540,85902,2023-04-28T05:26:31.262715,0
-1,68280,10,0,0,66208,651,1421,71613577.00824738,0.01,505,86407,2023-04-28T05:26:36.260521,0
-1,68290,10,0,0,66218,651,1421,70463910.10284424,0.01,522,86929,2023-04-28T05:26:41.381334,0
-1,68300,10,0,0,66228,651,1421,71716912.6868248,0.01,530,87459,2023-04-28T05:26:46.388323,0
-1,68310,10,0,0,66238,651,1421,69962859.15374756,0.01,508,87967,2023-04-28T05:26:51.445697,0
-1,68320,10,0,0,66248,651,1421,70154411.4947319,0.01,506,88473,2023-04-28T05:26:56.462345,0
-1,68330,10,0,0,66258,651,1421,69374830.72280884,0.01,533,89006,2023-04-28T05:27:01.545601,0
-1,68340,10,0,0,66268,651,1421,68938458.26387405,0.01,520,89526,2023-04-28T05:27:06.612810,0
-1,68350,10,0,0,66278,651,1421,69053073.823452,0.01,509,90035,2023-04-28T05:27:11.761270,0
-1,68360,10,0,0,66288,651,1421,68790414.3333435,0.01,518,90553,2023-04-28T05:27:16.760589,0
-1,68370,10,0,0,66298,651,1421,69717950.82092285,0.01,511,91064,2023-04-28T05:27:21.798361,0
-1,68380,10,0,0,66308,651,1421,68771280.05027771,0.01,509,91573,2023-04-28T05:27:26.795657,0
-1,68390,10,0,0,66318,651,1421,68861162.36448288,0.01,510,92083,2023-04-28T05:27:31.834442,0
-1,68400,10,0,0,66328,651,1421,67489707.17191696,0.01,502,92585,2023-04-28T05:27:36.979027,0
-1,68410,10,0,0,66338,651,1421,80031041.20492935,0.9998334999999905,1588,94173,2023-04-28T05:27:40.995441,0
-1,68420,10,0,0,66348,651,1421,83474809.52739716,0.9331668333333238,1539,95712,2023-04-28T05:27:45.053785,0
-1,68430,10,0,0,66358,651,1421,85523194.67067719,0.8665001666666572,1409,97121,2023-04-28T05:27:49.249199,0
10.1,68440,9,1,0,66367,652,1421,81839340.92521667,0.7998451549999912,1304,98425,2023-04-28T05:27:53.456903,0
-10.9,68450,9,0,1,66376,652,1422,80856659.11436081,0.7331778223333245,1266,99691,2023-04-28T05:27:57.731942,0
-1,68460,10,0,0,66386,652,1422,81450955.56974411,0.6665001666666572,1342,80827,2023-04-28T05:28:02.085485,0
-1,68470,10,0,0,66396,652,1422,83524255.15651703,0.5998334999999905,1227,82054,2023-04-28T05:28:06.492477,0
10.1,68480,9,1,0,66405,653,1422,83733156.32343292,0.5331688313333239,1183,83237,2023-04-28T05:28:11.054250,0
-1,68490,10,0,0,66415,653,1422,78433555.06658554,0.46650016666665717,1193,84430,2023-04-28T05:28:15.574389,0
-1,68500,10,0,0,66425,653,1422,81175430.41706085,0.3998334999999905,999,85429,2023-04-28T05:28:20.224675,0
-10.9,68510,9,0,1,66434,653,1423,78522326.94625854,0.3331761573333244,992,86421,2023-04-28T05:28:24.954810,0
-10.9,68520,9,0,1,66443,653,1424,79924018.0850029,0.2665064936666576,842,87263,2023-04-28T05:28:29.723354,0
-1,68530,10,0,0,66453,653,1424,77601118.38579178,0.19983350000000433,721,87984,2023-04-28T05:28:34.576426,0
-1,68540,10,0,0,66463,653,1424,75043463.70697021,0.13316683333333768,632,88616,2023-04-28T05:28:39.549881,0
-1,68550,10,0,0,66473,653,1424,75231130.42116165,0.06650016666666408,550,89166,2023-04-28T05:28:44.583929,0
-1,68560,10,0,0,66483,653,1424,73819958.86564255,0.01,526,89692,2023-04-28T05:28:49.589985,0
-10.9,68570,9,0,1,66492,653,1425,74974480.27133942,0.01,461,90153,2023-04-28T05:28:54.536719,0
-10.9,68580,9,0,1,66501,653,1426,74544543.62392426,0.01,494,90647,2023-04-28T05:28:59.542630,0
-1,68590,10,0,0,66511,653,1426,73032767.47465134,0.01,514,91161,2023-04-28T05:29:04.531597,0
-1,68600,10,0,0,66521,653,1426,73121867.77591705,0.01,521,91682,2023-04-28T05:29:09.669424,0
-1,68610,10,0,0,66531,653,1426,72602713.70410919,0.01,555,92237,2023-04-28T05:29:14.703329,0
-10.9,68620,9,0,1,66540,653,1427,72928045.09401321,0.01,490,92727,2023-04-28T05:29:19.707826,0
-1,68630,10,0,0,66550,653,1427,73087619.84109879,0.01,509,93236,2023-04-28T05:29:24.664750,0
-1,68640,10,0,0,66560,653,1427,71452335.71529388,0.01,513,93749,2023-04-28T05:29:29.704854,0
-1,68650,10,0,0,66570,653,1427,72291976.80950165,0.01,520,94269,2023-04-28T05:29:34.852892,0
-1,68660,10,0,0,66580,653,1427,72080720.06702423,0.01,534,94803,2023-04-28T05:29:40.048478,0
-1,68670,10,0,0,66590,653,1427,71111408.77008438,0.01,523,95326,2023-04-28T05:29:45.072292,0
-1,68680,10,0,0,66600,653,1427,70857721.2691307,0.01,509,95835,2023-04-28T05:29:50.106646,0
-1,68690,10,0,0,66610,653,1427,71478454.47063446,0.01,527,96362,2023-04-28T05:29:55.142746,0
-1,68700,10,0,0,66620,653,1427,70477821.23088837,0.01,514,96876,2023-04-28T05:30:00.210490,0
10.1,68710,9,1,0,66629,654,1427,81152231.3952446,0.9998464869999912,1529,98405,2023-04-28T05:30:04.810220,0
10.1,68720,9,1,0,66638,655,1427,80781302.75011063,0.9331804863333246,1526,99931,2023-04-28T05:30:08.906525,0
-1,68730,10,0,0,66648,655,1427,80388494.72999573,0.8665001666666572,1632,81251,2023-04-28T05:30:13.221410,0
-1,68740,10,0,0,66658,655,1427,78466122.15042114,0.7998334999999905,1384,82635,2023-04-28T05:30:17.420593,0
-10.9,68750,9,0,1,66667,655,1428,79650033.71238708,0.7331738263333243,1267,83902,2023-04-28T05:30:21.751205,0
-1,68760,10,0,0,66677,655,1428,81246032.41682053,0.6665001666666572,1215,85117,2023-04-28T05:30:26.092764,0
-1,68770,10,0,0,66687,655,1428,79421842.39625931,0.5998334999999905,1224,86341,2023-04-28T05:30:30.677706,0
-1,68780,10,0,0,66697,655,1428,82021206.0213089,0.5331668333333238,1122,87463,2023-04-28T05:30:35.150370,0
-1,68790,10,0,0,66707,655,1428,81087168.4551239,0.46650016666665717,1157,88620,2023-04-28T05:30:39.885395,0
10.1,68800,9,1,0,66716,656,1428,77687293.88713837,0.39983416599999055,981,89601,2023-04-28T05:30:44.557772,0
-1,68810,10,0,0,66726,656,1428,76503719.38943863,0.33316683333332386,877,90478,2023-04-28T05:30:49.320850,0
-1,68820,10,0,0,66736,656,1428,77606704.83112335,0.2665001666666572,804,91282,2023-04-28T05:30:54.048636,0
-1,68830,10,0,0,66746,656,1428,75497726.50003433,0.19983350000000433,846,92128,2023-04-28T05:30:58.833950,0
-1,68840,10,0,0,66756,656,1428,76629014.90926743,0.13316683333333768,707,92835,2023-04-28T05:31:03.817138,0
10.1,68850,9,1,0,66765,657,1428,74195995.03278732,0.06650316366666413,599,93434,2023-04-28T05:31:08.869445,0
-1,68860,10,0,0,66775,657,1428,71817958.05692673,0.01,516,93950,2023-04-28T05:31:13.921055,0
-20.8,68870,8,0,2,66783,657,1430,73008265.4953003,0.01,509,94459,2023-04-28T05:31:18.937321,0
-1,68880,10,0,0,66793,657,1430,71630828.0825615,0.01,533,94992,2023-04-28T05:31:24.108186,0
-1,68890,10,0,0,66803,657,1430,70635931.4918518,0.01,504,95496,2023-04-28T05:31:29.260391,0
-1,68900,10,0,0,66813,657,1430,72054665.98272324,0.01,513,96009,2023-04-28T05:31:34.484547,0
-10.9,68910,9,0,1,66822,657,1431,71833606.66036606,0.01,476,96485,2023-04-28T05:31:39.675885,0
-1,68920,10,0,0,66832,657,1431,70898471.1766243,0.01,511,96996,2023-04-28T05:31:44.794944,0
-1,68930,10,0,0,66842,657,1431,70869762.59946823,0.01,549,97545,2023-04-28T05:31:49.879033,0
-1,68940,10,0,0,66852,657,1431,70456950.06847382,0.01,534,98079,2023-04-28T05:31:55.013570,0
-1,68950,10,0,0,66862,657,1431,69722548.4251976,0.01,501,98580,2023-04-28T05:32:00.267859,0
-1,68960,10,0,0,66872,657,1431,69912258.08858871,0.01,523,99103,2023-04-28T05:32:05.653897,0
-1,68970,10,0,0,66882,657,1431,69919426.1431694,0.01,537,99640,2023-04-28T05:32:10.918338,0
-1,68980,10,0,0,66892,657,1431,69080503.5829544,0.01,516,80125,2023-04-28T05:32:16.036013,0
10.1,68990,9,1,0,66901,658,1431,68105637.72916794,0.01,469,80594,2023-04-28T05:32:21.090598,0
-1,69000,10,0,0,66911,658,1431,68198306.26249313,0.01,527,81121,2023-04-28T05:32:26.156141,0
-1,69010,10,0,0,66921,658,1431,77657252.2521019,0.9998334999999905,1753,82874,2023-04-28T05:32:30.308383,0
-1,69020,10,0,0,66931,658,1431,76728264.6894455,0.9331668333333238,1665,84539,2023-04-28T05:32:34.680487,0
-1,69030,10,0,0,66941,658,1431,77516755.46169281,0.8665001666666572,1563,86102,2023-04-28T05:32:38.902360,0
-1,69040,10,0,0,66951,658,1431,78508577.9428482,0.7998334999999905,1309,87411,2023-04-28T05:32:43.268156,0
-1,69050,10,0,0,66961,658,1431,80268259.64450836,0.7331668333333239,1414,88825,2023-04-28T05:32:47.646230,0
10.1,69060,9,1,0,66970,659,1431,78023372.29251862,0.6665154846666581,1257,90082,2023-04-28T05:32:52.029386,0
-1,69070,10,0,0,66980,659,1431,80795925.25959015,0.5998334999999905,1277,91359,2023-04-28T05:32:56.466771,0
-1,69080,10,0,0,66990,659,1431,76598522.66311646,0.5331668333333238,1112,92471,2023-04-28T05:33:01.263992,0
10.1,69090,9,1,0,66999,660,1431,78011485.63623428,0.46650649366665753,954,93425,2023-04-28T05:33:05.909395,0
-10.9,69100,9,0,1,67008,660,1432,78034169.67391968,0.39983749599999074,934,94359,2023-04-28T05:33:10.626993,0
-20.8,69110,8,0,2,67016,660,1434,76298971.77219391,0.3331778223333245,818,95177,2023-04-28T05:33:15.403982,0
10.1,69120,9,1,0,67025,661,1434,75985793.17331314,0.26651282066665793,714,95891,2023-04-28T05:33:20.260219,0
-1,69130,10,0,0,67035,661,1434,72236530.78079224,0.19983350000000433,790,96681,2023-04-28T05:33:25.228395,0
-1,69140,10,0,0,67045,661,1434,71344866.15657806,0.13316683333333768,646,97327,2023-04-28T05:33:30.196659,0
-1,69150,10,0,0,67055,661,1434,71721310.0194931,0.06650016666666408,671,97998,2023-04-28T05:33:35.322622,0
-1,69160,10,0,0,67065,661,1434,70323430.29975891,0.05,539,98537,2023-04-28T05:33:40.348730,0
10.1,69170,9,1,0,67074,662,1434,70970951.31874084,0.05,538,99075,2023-04-28T05:33:45.463961,0
-1,69180,10,0,0,67084,662,1434,69383112.49017715,0.05,551,99626,2023-04-28T05:33:50.592357,0
-1,69190,10,0,0,67094,662,1434,70583119.98844147,0.05,595,80177,2023-04-28T05:33:55.693398,0
-10.9,69200,9,0,1,67103,662,1435,70092419.68393326,0.05,537,80714,2023-04-28T05:34:00.837979,0
-1,69210,10,0,0,67113,662,1435,68309224.24793243,0.05,544,81258,2023-04-28T05:34:05.954353,0
-1,69220,10,0,0,67123,662,1435,68888981.34231567,0.05,582,81840,2023-04-28T05:34:11.028770,0
-1,69230,10,0,0,67133,662,1435,67989120.18537521,0.05,613,82453,2023-04-28T05:34:16.096828,0
-1,69240,10,0,0,67143,662,1435,68079893.58901978,0.05,634,83087,2023-04-28T05:34:21.121385,0
-1,69250,10,0,0,67153,662,1435,67322331.36892319,0.05,589,83676,2023-04-28T05:34:26.189123,0
-1,69260,10,0,0,67163,662,1435,66917886.13796234,0.05,583,84259,2023-04-28T05:34:31.310366,0
-1,69270,10,0,0,67173,662,1435,68476093.1134224,0.05,640,84899,2023-04-28T05:34:36.363210,0
-10.9,69280,9,0,1,67182,662,1436,68040423.69127274,0.05,541,85440,2023-04-28T05:34:41.443605,0
-1,69290,10,0,0,67192,662,1436,66218763.291835785,0.05,563,86003,2023-04-28T05:34:46.543458,0
-1,69300,10,0,0,67202,662,1436,67369951.60579681,0.05,568,86571,2023-04-28T05:34:51.518545,0
-10.9,69310,9,0,1,67211,662,1437,77925927.34098434,0.9998384949999908,1745,88316,2023-04-28T05:34:55.528095,0
-1,69320,10,0,0,67221,662,1437,77598317.26551056,0.9331668333333238,1634,89950,2023-04-28T05:34:59.580495,0
-1,69330,10,0,0,67231,662,1437,77177561.22350693,0.8665001666666572,1505,91455,2023-04-28T05:35:03.898660,0
-1,69340,10,0,0,67241,662,1437,80716515.18344879,0.7998334999999905,1359,92814,2023-04-28T05:35:08.155251,0
-1,69350,10,0,0,67251,662,1437,77520248.29387665,0.7331668333333239,1368,94182,2023-04-28T05:35:12.406872,0
10.1,69360,9,1,0,67260,663,1437,77455857.09810257,0.6665108226666578,1305,95487,2023-04-28T05:35:16.712444,0
10.1,69370,9,1,0,67269,664,1437,78709424.43609238,0.5998458209999912,1098,96585,2023-04-28T05:35:21.062555,0
-1,69380,10,0,0,67279,664,1437,80339431.46467209,0.5331668333333238,1032,97617,2023-04-28T05:35:25.799687,0
-1,69390,10,0,0,67289,664,1437,77124919.89135742,0.46650016666665717,1115,98732,2023-04-28T05:35:30.544428,0
-1,69400,10,0,0,67299,664,1437,77709741.59240723,0.3998334999999905,931,99663,2023-04-28T05:35:35.251802,0
-1,69410,10,0,0,67309,664,1437,75642330.34849167,0.33316683333332386,979,80514,2023-04-28T05:35:39.947357,0
10.1,69420,9,1,0,67318,665,1437,75573057.53231049,0.26650982366665776,723,81237,2023-04-28T05:35:44.878878,0
-1,69430,10,0,0,67328,665,1437,73004752.99358368,0.19983350000000433,832,82069,2023-04-28T05:35:50.110921,0
-1,69440,10,0,0,67338,665,1437,75109499.69291687,0.13316683333333768,680,82749,2023-04-28T05:35:55.736630,0
-1,69450,10,0,0,67348,665,1437,70392457.2467804,0.06650016666666408,593,83342,2023-04-28T05:36:00.940610,0
-1,69460,10,0,0,67358,665,1437,69944919.34776306,0,500,83842,2023-04-28T05:36:06.149618,0
-1,69470,10,0,0,67368,665,1437,69904404.87861633,0,507,84349,2023-04-28T05:36:11.176852,0
10.1,69480,9,1,0,67377,666,1437,71012689.17322159,0,493,84842,2023-04-28T05:36:16.172472,0
-1,69490,10,0,0,67387,666,1437,70042875.7071495,0,504,85346,2023-04-28T05:36:21.177801,0
-1,69500,10,0,0,67397,666,1437,69060185.25362015,0,524,85870,2023-04-28T05:36:26.227371,0
-1,69510,10,0,0,67407,666,1437,68162207.00740814,0,503,86373,2023-04-28T05:36:31.346250,0
-10.9,69520,9,0,1,67416,666,1438,70469341.87412262,0,534,86907,2023-04-28T05:36:36.513746,0
-10.9,69530,9,0,1,67425,666,1439,69137096.10700607,0,468,87375,2023-04-28T05:36:41.682793,0
10.1,69540,9,1,0,67434,667,1439,69611013.53168488,0,483,87858,2023-04-28T05:36:46.857421,0
-20.8,69550,8,0,2,67442,667,1441,69732918.73931885,0,414,88272,2023-04-28T05:36:51.697150,0
-1,69560,10,0,0,67452,667,1441,67855662.7035141,0,503,88775,2023-04-28T05:36:56.760113,0
-1,69570,10,0,0,67462,667,1441,66343336.99941635,0,510,89285,2023-04-28T05:37:01.881372,0
-1,69580,10,0,0,67472,667,1441,66729996.80042267,0,502,89787,2023-04-28T05:37:06.988945,0
-1,69590,10,0,0,67482,667,1441,67150945.36542892,0,517,90304,2023-04-28T05:37:12.008640,0
10.1,69600,9,1,0,67491,668,1441,68643577.9929161,0,473,90777,2023-04-28T05:37:16.901425,0
10.1,69610,9,1,0,67500,669,1441,79373286.96250916,0.9998478189999913,1486,92263,2023-04-28T05:37:20.926763,0
-1,69620,10,0,0,67510,669,1441,80861786.30590439,0.9331668333333238,1549,93812,2023-04-28T05:37:25.108473,0
-1,69630,10,0,0,67520,669,1441,82481201.58910751,0.8665001666666572,1450,95262,2023-04-28T05:37:29.377355,0
10.1,69640,9,1,0,67529,670,1441,79216374.45688248,0.7998404929999909,1368,96630,2023-04-28T05:37:33.683076,0
-1,69650,10,0,0,67539,670,1441,80949486.49406433,0.7331668333333239,1346,97976,2023-04-28T05:37:37.968156,0
-1,69660,10,0,0,67549,670,1441,79365631.04391098,0.6665001666666572,1317,99293,2023-04-28T05:37:42.325503,0
21.2,69670,8,2,0,67557,672,1441,81149309.87358093,0.5998511489999915,997,80232,2023-04-28T05:37:46.708905,0
-10.9,69680,9,0,1,67566,672,1442,78673618.43585968,0.5331791543333245,1059,81291,2023-04-28T05:37:51.115700,0
-1,69690,10,0,0,67576,672,1442,79027009.90438461,0.46650016666665717,997,82288,2023-04-28T05:37:55.705203,0
